model_name,threshold,val_roc_auc,val_accuracy,val_precision_1,val_recall_1,val_f1_1
xgboost_model_269,0.28,0.9561776357270233,0.951383319967923,0.5977626459143969,0.66182014001077,0.6281625351392793
xgboost_model_142,0.62,0.9556900364597831,0.951383319967923,0.5977626459143969,0.66182014001077,0.6281625351392793
xgboost_model_314,0.62,0.9556900364597831,0.951383319967923,0.5977626459143969,0.66182014001077,0.6281625351392793
xgboost_model_149,0.26,0.9555064589565727,0.9497126436781609,0.580365296803653,0.6844372644049542,0.6281195947615518
xgboost_model_286,0.66,0.9554710652062802,0.9546578454958567,0.6395089285714286,0.617124394184168,0.6281172924088791
xgboost_model_265,0.27,0.9561475654269781,0.9506816359262229,0.5902415916627191,0.6709746903607969,0.6280241935483871
xgboost_model_61,0.27,0.9561475654269781,0.9506816359262229,0.5902415916627191,0.6709746903607969,0.6280241935483871
xgboost_model_269,0.26,0.9561776357270233,0.9500467789361133,0.5837187789084182,0.6795907377490576,0.6280169196317492
xgboost_model_149,0.34,0.9555064589565727,0.954557604918471,0.6381322957198443,0.6182014001077006,0.6280087527352297
xgboost_model_297,0.28,0.9560097216368826,0.9507150494520181,0.5906072106261859,0.6704361873990307,0.6279949558638083
xgboost_model_149,0.32,0.9555064589565727,0.9535551991446137,0.6242682277807344,0.6316639741518578,0.6279443254817987
xgboost_model_329,0.23,0.9552148489846513,0.9490777866880513,0.574363555158553,0.6925148088314486,0.6279296875
xgboost_model_277,0.33,0.9558810667933398,0.9542234696605186,0.6334246575342466,0.6225094238018309,0.6279196089082021
xgboost_model_77,0.33,0.9558810667933398,0.9542234696605186,0.6334246575342466,0.6225094238018309,0.6279196089082021
xgboost_model_298,0.69,0.9556946021576529,0.9546578454958567,0.6396648044692738,0.6165858912224017,0.6279133534411845
xgboost_model_142,0.63,0.9556900364597831,0.9518845228548516,0.6035767511177347,0.654281098546042,0.627906976744186
xgboost_model_314,0.63,0.9556900364597831,0.9518845228548516,0.6035767511177347,0.654281098546042,0.627906976744186
xgboost_model_329,0.41,0.9552148489846513,0.9576650628174285,0.6905684754521964,0.5756596661281637,0.6279001468428781
xgboost_model_298,0.71,0.9556946021576529,0.9557604918470997,0.6566725455614344,0.6015078082929456,0.6278808319280494
xgboost_model_281,0.36,0.9557857050953974,0.955793905372895,0.657243816254417,0.6009693053311793,0.6278481012658228
xgboost_model_286,0.67,0.9554710652062802,0.9551590483827853,0.6472269868496283,0.6095853527194399,0.6278424847476428
xgboost_model_309,0.28,0.9556797252723674,0.9513164929163326,0.597181729834791,0.66182014001077,0.6278416347381864
xgboost_model_333,0.3,0.954658428536287,0.9530874097834804,0.6182767624020887,0.6375875067312871,0.6277836691410392
xgboost_model_269,0.25,0.9561776357270233,0.9494787489975942,0.5782312925170068,0.6865912762520194,0.6277695716395865
xgboost_model_309,0.3,0.9556797252723674,0.9522520716385993,0.6079717457114027,0.6488960689283791,0.6277676478249544
xgboost_model_329,0.24,0.9552148489846513,0.9497126436781609,0.5805123513266239,0.6833602584814217,0.6277516695523127
xgboost_model_142,0.67,0.9556900364597831,0.9541900561347233,0.6330777656078861,0.6225094238018309,0.6277491175672006
xgboost_model_314,0.67,0.9556900364597831,0.9541900561347233,0.6330777656078861,0.6225094238018309,0.6277491175672006
xgboost_model_309,0.29,0.9556797252723674,0.9518511093290564,0.6032770605759682,0.654281098546042,0.6277447687935934
xgboost_model_333,0.29,0.954658428536287,0.9525193798449613,0.6112244897959184,0.6451265481960151,0.6277181032224259
xgboost_model_261,0.31,0.9560419500924333,0.9529537556802994,0.6166233766233766,0.6392030156165859,0.6277102062400846
xgboost_model_298,0.66,0.9556946021576529,0.9529537556802994,0.6166233766233766,0.6392030156165859,0.6277102062400846
xgboost_model_142,0.65,0.9556900364597831,0.9529871692060946,0.6170655567117586,0.6386645126548196,0.6276792802328658
xgboost_model_314,0.65,0.9556900364597831,0.9529871692060946,0.6170655567117586,0.6386645126548196,0.6276792802328658
xgboost_model_281,0.38,0.9557857050953974,0.956629243517776,0.6715776550030693,0.589122240172321,0.627653471026965
xgboost_model_286,0.64,0.9554710652062802,0.9536554397219995,0.6258029978586723,0.6295099623047927,0.6276510067114094
