model_name,threshold,precision_1,recall_1,f1_1
xgboost_model_118,0.65,0.5921704658077305,0.6435110393107162,0.6167741935483871
xgboost_model_118,0.6,0.5618327402135231,0.6801292407108239,0.615347137637028
xgboost_model_118,0.7,0.6362586605080831,0.5934302638664513,0.6140986347171914
xgboost_model_118,0.55,0.5262745098039215,0.7226709746903608,0.6090310869071931
xgboost_model_118,0.75,0.686030428769018,0.5341949380721593,0.6006660611565243
xgboost_model_118,0.5,0.4900800556909154,0.7582121701669359,0.5953488372093023
xgboost_model_118,0.8,0.7468354430379747,0.4765751211631664,0.5818540433925049
xgboost_model_118,0.45,0.4533333333333333,0.7872913301023156,0.5753640299094844
xgboost_model_118,0.4,0.42137489563039243,0.8152934841141626,0.5555963302752294
xgboost_model_118,0.85,0.8023504273504274,0.4044157242864836,0.5377730039384174
xgboost_model_118,0.35,0.3852216748768473,0.8422186322024772,0.5286462734493831
xgboost_model_118,0.3,0.35262008733624456,0.8696822832525579,0.5017865465278857
xgboost_model_118,0.25,0.3172782874617737,0.8939149165320409,0.46833121737903793
xgboost_model_118,0.9,0.8714733542319749,0.29940764674205705,0.44569138276553105
xgboost_model_118,0.2,0.287886467308667,0.9176090468497576,0.4382716049382716
xgboost_model_118,0.15,0.2530434782608696,0.9402261712439418,0.3987667009249743
xgboost_model_118,0.1,0.21571723551560792,0.9563812600969306,0.3520317145688801
xgboost_model_118,0.05,0.165969443433976,0.9827679052234787,0.2839803936824088
xgboost_model_118,0.95,0.940625,0.16208939149165322,0.2765273311897106
