model_name,threshold,precision_1,recall_1,f1_1
xgboost_model_186,0.65,0.5997016409746395,0.6494345718901454,0.6235780765253361
xgboost_model_186,0.6,0.5678191489361702,0.6898222940226171,0.6229029905178701
xgboost_model_186,0.7,0.6385404789053591,0.6031233171782445,0.6203267792855165
xgboost_model_186,0.55,0.5326391670004005,0.7162089391491653,0.6109324758842444
xgboost_model_186,0.75,0.6789716545814107,0.5546580506192784,0.6105512744516894
xgboost_model_186,0.5,0.49607703281027105,0.749057619816909,0.5968676249731817
xgboost_model_186,0.8,0.731687898089172,0.49488422186322023,0.590427240603919
xgboost_model_186,0.45,0.4682230869001297,0.7775982767905224,0.5844970653713824
xgboost_model_186,0.4,0.43355626635649896,0.802907915993538,0.5630664652567976
xgboost_model_186,0.85,0.7848837209302325,0.43618739903069464,0.5607476635514018
xgboost_model_186,0.35,0.4044736842105263,0.8276790522347873,0.5433975605444582
xgboost_model_186,0.3,0.3713347407928689,0.8524501884760366,0.5173202614379085
xgboost_model_186,0.9,0.8511198945981555,0.34787291330102316,0.4938837920489297
xgboost_model_186,0.25,0.3397368970557528,0.8761443187937533,0.4896178152272043
xgboost_model_186,0.2,0.3074101247248716,0.9025309639203015,0.4586126693118074
xgboost_model_186,0.15,0.2750679673756597,0.9262250942380184,0.4241676942046856
xgboost_model_186,0.1,0.2361992171683088,0.942380183091007,0.37772501618821497
xgboost_model_186,0.95,0.9300225733634312,0.22186322024771135,0.3582608695652174
xgboost_model_186,0.05,0.18673142502841789,0.9730748519116855,0.31333448933587654
