model_name,threshold,precision_1,recall_1,f1_1
xgboost_model_274,0.61,0.5875894988066825,0.6628971459343026,0.6229757085020243
xgboost_model_274,0.59,0.5740909090909091,0.6801292407108239,0.622627557308356
xgboost_model_274,0.6,0.5801491146318732,0.6704361873990307,0.6220334748938297
xgboost_model_274,0.65,0.6141732283464567,0.630048465266559,0.6220095693779905
xgboost_model_274,0.62,0.5929549902152642,0.6526655896607432,0.6213791335554986
xgboost_model_274,0.64,0.607621009268795,0.6354334948842219,0.6212161095025006
xgboost_model_274,0.58,0.5672905525846702,0.6855142703284868,0.6208241892221409
xgboost_model_274,0.66,0.6180555555555556,0.6230479267635972,0.6205417001877179
xgboost_model_274,0.68,0.632996632996633,0.6074313408723748,0.6199505358615004
xgboost_model_274,0.57,0.5625274243089075,0.6903607969843835,0.6199226305609284
xgboost_model_274,0.67,0.6256860592755215,0.6138933764135702,0.6197336232671922
xgboost_model_274,0.63,0.5985915492957746,0.6408185245018848,0.6189856957087126
xgboost_model_274,0.56,0.5551753635585971,0.6989768443726441,0.6188319427890345
xgboost_model_274,0.55,0.5495194316757208,0.708131394722671,0.6188235294117647
xgboost_model_274,0.69,0.6383467278989667,0.5988152934841141,0.6179494303973326
xgboost_model_274,0.54,0.5431492842535788,0.7151319332256327,0.6173872617387262
xgboost_model_274,0.71,0.6581196581196581,0.5805061927840603,0.6168812589413448
xgboost_model_274,0.72,0.6675031367628608,0.5729671513193323,0.6166328600405679
xgboost_model_274,0.7,0.6478622327790974,0.5875067312870221,0.616210110138379
xgboost_model_274,0.53,0.5368,0.7226709746903608,0.6160201973835208
xgboost_model_274,0.73,0.675483870967742,0.5638126009693053,0.6146169650719108
xgboost_model_274,0.74,0.6836870026525199,0.5551965535810447,0.6127786032689451
xgboost_model_274,0.52,0.52858261550509,0.7269789983844911,0.6121060983903877
xgboost_model_274,0.51,0.5226923076923077,0.7318255250403877,0.6098272380525017
xgboost_model_274,0.75,0.6881793478260869,0.5455035002692514,0.6085911685190748
xgboost_model_274,0.5,0.5161897590361446,0.7382875605815832,0.6075781076888987
xgboost_model_274,0.49,0.5105049760412828,0.7458266020463112,0.6061269146608315
xgboost_model_274,0.76,0.6965034965034965,0.5363489499192245,0.6060237298448433
xgboost_model_274,0.77,0.7062634989200864,0.5282714054927302,0.6044362292051756
xgboost_model_274,0.48,0.5048966267682263,0.7495961227786753,0.6033810143042913
xgboost_model_274,0.78,0.7182361733931241,0.5175013462574044,0.6015649452269171
xgboost_model_274,0.47,0.4982231698649609,0.7549811523963382,0.600299721687005
xgboost_model_274,0.46,0.4913013221990257,0.7603661820140011,0.5969139716761784
xgboost_model_274,0.45,0.484145925673372,0.7646742057081314,0.592901878914405
xgboost_model_274,0.79,0.7277734067663257,0.498115239633818,0.5914322250639387
xgboost_model_274,0.44,0.4773182121414276,0.7705977382875606,0.5894953656024717
xgboost_model_274,0.43,0.47103109656301145,0.7749057619816909,0.5859120521172638
xgboost_model_274,0.8,0.7411376751854906,0.4841141626278945,0.5856677524429967
xgboost_model_274,0.42,0.4654451944712311,0.7797522886375875,0.5829307568438004
xgboost_model_274,0.81,0.75,0.47495961227786754,0.5816023738872403
xgboost_model_274,0.41,0.45881981697696433,0.7829833064081853,0.578591325109431
xgboost_model_274,0.82,0.7579505300353356,0.4620355411954766,0.5741050518568083
xgboost_model_274,0.4,0.45173267326732675,0.786214324178783,0.5737865985458833
xgboost_model_274,0.39,0.4471051833889057,0.7942918686052773,0.5721489526764935
xgboost_model_274,0.83,0.7700831024930748,0.4491114701130856,0.5673469387755102
xgboost_model_274,0.38,0.4393491124260355,0.7996768982229402,0.5671185793393164
xgboost_model_274,0.37,0.4346689895470383,0.8061389337641357,0.5647990945104697
xgboost_model_274,0.36,0.42836839113132463,0.8115239633817986,0.5607441860465117
xgboost_model_274,0.84,0.779383429672447,0.43564889606892837,0.558894645941278
xgboost_model_274,0.35,0.4228412256267409,0.8174474959612278,0.5573710299247292
xgboost_model_274,0.34,0.41634877384196184,0.8228325255788906,0.5529220191785779
xgboost_model_274,0.33,0.41187483284300613,0.8292945611200861,0.5503931379556827
xgboost_model_274,0.85,0.7910750507099391,0.420032310177706,0.5487161449173409
xgboost_model_274,0.32,0.4050798638387012,0.8330640818524502,0.5451021846370684
xgboost_model_274,0.86,0.79957805907173,0.4081852450188476,0.5404634581105169
xgboost_model_274,0.31,0.3976458546571136,0.8368336025848142,0.5391153512575889
xgboost_model_274,0.3,0.39125,0.8427571351642434,0.5344032781287349
xgboost_model_274,0.29,0.38377192982456143,0.8481421647819063,0.5284348263714141
xgboost_model_274,0.87,0.8133484162895928,0.3871836295099623,0.5246260488872674
xgboost_model_274,0.28,0.37612933903946744,0.8519116855142703,0.5218538677222497
xgboost_model_274,0.27,0.37012987012987014,0.8594507269789984,0.5174258388717783
xgboost_model_274,0.26,0.3627738875084707,0.8648357565966612,0.5111394016549968
xgboost_model_274,0.88,0.8262967430639324,0.36887452880990845,0.5100521221146687
xgboost_model_274,0.25,0.35477497255762896,0.8702207862143242,0.5040548970679976
xgboost_model_274,0.24,0.3482277121374866,0.8729133010231557,0.49785012285012287
xgboost_model_274,0.89,0.844559585492228,0.3511039310716209,0.49600608596424495
xgboost_model_274,0.23,0.34185705302871516,0.8782983306408185,0.49215449607724804
xgboost_model_274,0.22,0.3351031243618542,0.8836833602584814,0.48593426117856087
xgboost_model_274,0.21,0.32954545454545453,0.8901453957996769,0.4810126582278481
xgboost_model_274,0.9,0.8663853727144867,0.33171782444803444,0.4797507788161994
xgboost_model_274,0.2,0.3236611489776047,0.8949919224555735,0.4754004576659039
xgboost_model_274,0.19,0.3166571915861285,0.8998384491114702,0.46846089150546677
xgboost_model_274,0.18,0.30981764597531775,0.9057619816908993,0.4617073840241559
xgboost_model_274,0.91,0.884080370942813,0.3080236941303177,0.45686900958466453
xgboost_model_274,0.17,0.30261274158911955,0.9106085083467959,0.45426460711887173
xgboost_model_274,0.16,0.2946490618485059,0.9133010231556273,0.4455536582162091
xgboost_model_274,0.15,0.28742212493685804,0.9192245557350566,0.4379168804515136
xgboost_model_274,0.92,0.902027027027027,0.2875605815831987,0.43609636586361783
xgboost_model_274,0.14,0.281127129750983,0.9240710823909531,0.4311016203994473
xgboost_model_274,0.13,0.27339158061953933,0.9267635971997846,0.4222276741903827
xgboost_model_274,0.12,0.26754926108374383,0.9359181475498115,0.4161379145217287
xgboost_model_274,0.11,0.2572228773584906,0.9396876682821755,0.40388843883809744
xgboost_model_274,0.93,0.9108159392789373,0.25848142164781907,0.40268456375838924
xgboost_model_274,0.1,0.24843661171119955,0.9413031771674745,0.3931181828404363
xgboost_model_274,0.09,0.2398035738644114,0.9466882067851373,0.3826730518067044
xgboost_model_274,0.08,0.230078125,0.9515347334410339,0.37055677886127714
xgboost_model_274,0.94,0.9276315789473685,0.22778675282714056,0.3657587548638132
xgboost_model_274,0.07,0.21961462450592886,0.9574582660204631,0.35727921229779963
xgboost_model_274,0.06,0.20807634120795998,0.962843295638126,0.34220095693779906
xgboost_model_274,0.95,0.9489795918367347,0.20032310177705978,0.3308136949755447
xgboost_model_274,0.05,0.1957775601262379,0.9687668282175552,0.3257287705956908
