model_name,threshold,precision_1,recall_1,f1_1
xgboost_model_90,0.65,0.5914085914085914,0.6375875067312871,0.6136304742161182
xgboost_model_90,0.7,0.6340621403912543,0.5934302638664513,0.6130737134909596
xgboost_model_90,0.6,0.5502413339183853,0.6752827140549273,0.6063829787234043
xgboost_model_90,0.75,0.6847457627118644,0.5438879913839526,0.6062424969987995
xgboost_model_90,0.55,0.5156069364161849,0.7205169628432956,0.601078167115903
xgboost_model_90,0.5,0.4815825375170532,0.7603661820140011,0.5896846940906243
xgboost_model_90,0.8,0.731404958677686,0.4765751211631664,0.5771111835670036
xgboost_model_90,0.45,0.44682779456193356,0.7964458804523424,0.5724791948906522
xgboost_model_90,0.4,0.4092119275825346,0.8276790522347873,0.5476572243007305
xgboost_model_90,0.85,0.798728813559322,0.40603123317178247,0.5383791503034631
xgboost_model_90,0.35,0.37606837606837606,0.8529886914378029,0.5219970341077608
xgboost_model_90,0.3,0.3422212891035062,0.8777598276790523,0.49244712990936557
xgboost_model_90,0.25,0.310293845869525,0.9041464728056005,0.4620253164556962
xgboost_model_90,0.9,0.8662613981762918,0.3069466882067851,0.4532803180914513
xgboost_model_90,0.2,0.27797542043984474,0.925686591276252,0.427558761348091
xgboost_model_90,0.15,0.24256261242562613,0.9439956919763058,0.3859533245266403
xgboost_model_90,0.1,0.20759962928637626,0.9649973074851912,0.3416912956430546
xgboost_model_90,0.95,0.943342776203966,0.17932148626817448,0.3013574660633484
xgboost_model_90,0.05,0.15950866800243924,0.9859989229940764,0.27459508098380325
