model_name,threshold,precision_1,recall_1,f1_1
xgboost_model_27,0.8,0.6087425796006476,0.6074313408723748,0.6080862533692722
xgboost_model_27,0.75,0.5574141048824593,0.6639741518578353,0.6060457114770214
xgboost_model_27,0.7,0.5166347992351816,0.7275175013462574,0.6042039355992844
xgboost_model_27,0.85,0.6843946815955213,0.5266558966074314,0.5952525867315885
xgboost_model_27,0.65,0.4723333333333333,0.7630586968228326,0.5834877496396953
xgboost_model_27,0.6,0.43081852607049226,0.7964458804523424,0.5591682419659736
xgboost_model_27,0.9,0.7764589515331355,0.4227248249865374,0.5474198047419805
xgboost_model_27,0.55,0.39984411535463754,0.8287560581583199,0.5394321766561514
xgboost_model_27,0.5,0.3644924207625172,0.8546042003231018,0.5110288198357752
xgboost_model_27,0.45,0.33553309960816663,0.8761443187937533,0.4852371011034894
xgboost_model_27,0.4,0.3100355073817978,0.8933764135702746,0.46032186459489455
xgboost_model_27,0.35,0.28808676495509233,0.9154550350026925,0.4382572828048466
xgboost_model_27,0.3,0.26337448559670784,0.9305331179321487,0.4105488239486814
xgboost_model_27,0.95,0.897003745318352,0.2579429186860528,0.40066917607695524
xgboost_model_27,0.25,0.24115622849277357,0.9434571890145396,0.38412628809471605
xgboost_model_27,0.2,0.21897720271102897,0.9569197630586969,0.356397914159647
xgboost_model_27,0.15,0.19239421531869308,0.9671513193322563,0.3209435310936383
xgboost_model_27,0.1,0.16660593915102934,0.9849219170705439,0.28500194779898713
xgboost_model_27,0.05,0.13113006396588486,0.9935379644588045,0.2316820493501601
