model_name,threshold,precision_1,recall_1,f1_1
xgboost_model_12,0.85,0.6025848142164781,0.6025848142164781,0.6025848142164781
xgboost_model_12,0.8,0.5362318840579711,0.6774367259019924,0.5986200333095408
xgboost_model_12,0.75,0.4856241234221599,0.7458266020463112,0.5882352941176471
xgboost_model_12,0.9,0.7047031611410949,0.4921917070543888,0.579581483830057
xgboost_model_12,0.7,0.4346920559357334,0.7867528271405493,0.5599846684553469
xgboost_model_12,0.65,0.3963335915311128,0.8266020463112547,0.5357766143106457
xgboost_model_12,0.6,0.35985533453887886,0.8572967151319332,0.506925648782041
xgboost_model_12,0.55,0.3257954772863718,0.8766828217555197,0.4750510650714911
xgboost_model_12,0.95,0.8340486409155937,0.3139472267097469,0.45618153364632236
xgboost_model_12,0.5,0.30209461899602746,0.9009154550350027,0.45246788370520624
xgboost_model_12,0.45,0.27929847565972793,0.9176090468497576,0.4282483035938678
xgboost_model_12,0.4,0.25739026575097046,0.9283791060850834,0.40303915838690824
xgboost_model_12,0.35,0.23915720344780408,0.9413031771674745,0.38140955705869517
xgboost_model_12,0.3,0.22123893805309736,0.9558427571351642,0.35931174089068824
xgboost_model_12,0.25,0.20349364791288566,0.9660743134087237,0.33617539585870887
xgboost_model_12,0.2,0.1813082239807673,0.9746903607969843,0.30574324324324326
xgboost_model_12,0.15,0.16285918258076032,0.9827679052234787,0.2794151420041338
xgboost_model_12,0.1,0.13963007883565798,0.9919224555735057,0.2448003189580703
xgboost_model_12,0.05,0.11525529265255292,0.9967689822294022,0.20661941173187476
