model_name,threshold,precision_1,recall_1,f1_1
xgboost_model_92,0.85,0.595360824742268,0.6219709208400647,0.6083750329207269
xgboost_model_92,0.8,0.5374947633012149,0.6908992999461497,0.6046182846371347
xgboost_model_92,0.9,0.6944243301955105,0.5164243403338719,0.5923409512044472
xgboost_model_92,0.75,0.4857934857934858,0.7549811523963382,0.5911870124393843
xgboost_model_92,0.7,0.4408955223880597,0.7953688745288099,0.56731323218744
xgboost_model_92,0.65,0.40194022024121656,0.8255250403877221,0.5406453888203139
xgboost_model_92,0.6,0.3671620993961914,0.851373182552504,0.5130618205419438
xgboost_model_92,0.95,0.8112745098039216,0.3564889606892838,0.49532360643471757
xgboost_model_92,0.55,0.3371440448971108,0.873451803984922,0.486502699460108
xgboost_model_92,0.5,0.3132803632236095,0.8917609046849758,0.4636707265854683
xgboost_model_92,0.45,0.29081545064377684,0.9122240172320948,0.4410309815152304
xgboost_model_92,0.4,0.27077116381341293,0.9283791060850834,0.41926070038910507
xgboost_model_92,0.35,0.250899151201266,0.9391491653204093,0.3960036330608538
xgboost_model_92,0.3,0.23101182654402103,0.9466882067851373,0.37139537340234496
xgboost_model_92,0.25,0.21373771277871015,0.9601507808292946,0.3496421217766448
xgboost_model_92,0.2,0.19243949453844506,0.9676898222940227,0.32103617686467173
xgboost_model_92,0.15,0.1741756134969325,0.9784598815293484,0.2957116120107413
xgboost_model_92,0.1,0.1501673059658859,0.9908454496499731,0.26080793763288446
xgboost_model_92,0.05,0.12261960055736182,0.9951534733441034,0.21833648393194707
