model_name,threshold,precision_1,recall_1,f1_1
xgboost_model_231,0.8,0.6321303841676368,0.5848142164781907,0.6075524475524475
xgboost_model_231,0.75,0.5844611528822055,0.6278944534194938,0.6053997923156802
xgboost_model_231,0.7,0.5466138962181178,0.6693591814754981,0.6017913338174776
xgboost_model_231,0.65,0.5127701375245579,0.7027463651050081,0.5929123125851885
xgboost_model_231,0.85,0.6850789096126255,0.5142703284868066,0.5875115349123347
xgboost_model_231,0.6,0.4852260590957636,0.7339795368874529,0.584226318045435
xgboost_model_231,0.55,0.4542242210086733,0.7614431879375336,0.5690140845070423
xgboost_model_231,0.9,0.7631086142322098,0.4388799138395261,0.5572649572649573
xgboost_model_231,0.5,0.4258064516129032,0.7819063004846527,0.5513575090184165
xgboost_model_231,0.45,0.4004265529192215,0.8088314485729672,0.5356633380884451
xgboost_model_231,0.4,0.37820043891733723,0.8352180936995154,0.5206445115810675
xgboost_model_231,0.35,0.3550692273336311,0.8562197092084006,0.5019731649565904
xgboost_model_231,0.3,0.3294809407948094,0.8750673128702208,0.47871556930328474
xgboost_model_231,0.25,0.30400585330162794,0.8949919224555735,0.4538503549972693
xgboost_model_231,0.95,0.8628048780487805,0.30479267635971996,0.4504576203740549
xgboost_model_231,0.2,0.28031053848695076,0.9138395261173936,0.42902287953482493
xgboost_model_231,0.15,0.2537094167768474,0.9299946149703824,0.3986611265004617
xgboost_model_231,0.1,0.2184863523573201,0.9483037156704361,0.35514772612685286
xgboost_model_231,0.05,0.1780295566502463,0.9730748519116855,0.3009910885316898
