model_name,threshold,precision_1,recall_1,f1_1
xgboost_model_172,0.85,0.5972574911122397,0.6332794830371568,0.6147412441191845
xgboost_model_172,0.8,0.5329218106995884,0.6973613354873451,0.6041520877070212
xgboost_model_172,0.9,0.6762295081967213,0.5331179321486268,0.5962059620596206
xgboost_model_172,0.75,0.48870853916725476,0.7458266020463112,0.5904924323172032
xgboost_model_172,0.7,0.4473846153846154,0.7829833064081853,0.5694145290777365
xgboost_model_172,0.65,0.41025641025641024,0.8099084544964997,0.5446315408292595
xgboost_model_172,0.6,0.3801126622581435,0.8357565966612817,0.5225589225589226
xgboost_model_172,0.95,0.797566371681416,0.38826063543349487,0.5222745382107932
xgboost_model_172,0.55,0.35587188612099646,0.8616047388260636,0.5036990398237053
xgboost_model_172,0.5,0.32983447719014936,0.8799138395261173,0.479812068712377
xgboost_model_172,0.45,0.30925549602808056,0.901453957996769,0.46052269601100415
xgboost_model_172,0.4,0.28936170212765955,0.9154550350026925,0.43973098810139677
xgboost_model_172,0.35,0.2700626959247649,0.9278406031233172,0.4183561976447736
xgboost_model_172,0.3,0.2488551803091013,0.9364566505115778,0.39321650650084794
xgboost_model_172,0.25,0.229264475743349,0.9466882067851373,0.36913385826771655
xgboost_model_172,0.2,0.20954405858729033,0.9553042541733979,0.34369853724692434
xgboost_model_172,0.15,0.18795658526403675,0.9698438341410878,0.3148876650056823
xgboost_model_172,0.1,0.16470800940155486,0.9811523963381799,0.28206517532316744
xgboost_model_172,0.05,0.1365253483545805,0.9919224555735057,0.2400156361977979
